Geography,Definition,Note,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Turkey,"National currency per US$, period average.  Line rf of IFS.",,0.000076,0.000111,0.000163,0.000225,0.000367,0.000522,0.000675,0.000857,0.001422,0.002122,0.002609,0.004172,0.006872,0.010985,0.029609,0.045845,0.081405,0.151865,0.260724,0.418783,0.625219,1.225588,1.507226,1.500885,1.425537,1.343583,1.428453,1.302931,1.301522,1.54996,1.502849,1.674955,1.796001,1.903768,2.188542,2.720009,3.020135,3.648133,4.82837,5.673819,7.008605,8.858
Turkmenistan,"National currency per US$, period average. ","Weighted average between the official exchange rate and the commercial rate, given as the buying rate offered at commercial banks until September 1998 and the black-market rate thereafter. Weights are variable depending on the relative size of official an",–,–,–,–,–,–,–,–,–,–,–,–,–,0.000397,0.00384,0.022183,0.7092,0.9254,1.1,1.7048,1.6958,1.9656,2.0196,2.0068,2.075,2.20304,2.17638,2.138,2.612,2.85,2.85,2.85,2.85,2.85,2.85,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Turks and Caicos Islands,"National currency per US$, period average. ",,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tuvalu,"National currency per US$, period average. ",,0.878244,0.870215,0.985863,1.110015,1.139519,1.431895,1.495974,1.42818,1.279908,1.264597,1.281057,1.283756,1.361648,1.47056,1.367751,1.349033,1.277863,1.34738,1.591828,1.54995,1.7,1.9,1.8,1.5,1.4,1.3,1.3,1.2,1.2,1.3,1.1,1,1,1,1.1,1.3,1.3,1.3,1.3,1.4,–,–
Uganda,"National currency per US$, period average.  Line rf of IFS.",Bank of Uganda Data from 2014 onwards; IMF data till 2013,0.073333,0.501667,0.940833,1.539167,3.596667,6.72,14,42.841667,106.135833,223.091667,428.855,734.01,1133.834167,1195.018333,979.445833,968.919167,1046.083333,1083.008333,1240.305833,1454.828333,1644.475833,1755.659167,1797.55,1963.720833,1810.305,1780.540833,1831.451667,1723.490833,1720.444167,2030.488333,2177.558333,2522.8025,2504.563333,2586.888333,2594.746667,3234.086833,3414.221167,3619.532667,3718.8445,3699.243333,3710.708833,3580.268333
Ukraine,"National currency per US$, period average.",,–,–,–,–,–,–,–,–,–,–,–,–,–,0.045325,0.327517,1.473083,1.829467,1.861658,2.449542,4.130442,5.440233,5.372158,5.326625,5.332692,5.319183,5.124717,5.05,5.05,5.267225,7.791242,7.935642,7.967575,7.991025,7.993,11.886658,21.8447,25.551342,26.596617,27.200483,25.845583,26.957525,27.2862
United Arab Emirates,"National currency per US$, period average.  Line rf of IFS.",,3.707365,3.671,3.671,3.671,3.671,3.671,3.671,3.671,3.671,3.671,3.671,3.671,3.671,3.671,3.671,3.671,3.671,3.671125,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725,3.673,3.673,3.673,3.673,3.673,3.673,3.673,3.673,3.673
United Kingdom,"National currency per US$, period average.",,0.43001,0.493391,0.5716,0.659681,0.748746,0.771848,0.681737,0.61001,0.561396,0.609927,0.560253,0.565102,0.566837,0.665912,0.652692,0.63364,0.640362,0.610504,0.603467,0.618095,0.659696,0.69442,0.665602,0.611711,0.545685,0.549498,0.542613,0.499588,0.539903,0.638899,0.646614,0.623568,0.630696,0.63908,0.606996,0.654225,0.738048,0.775705,0.748662,0.782866,0.778988,0.726705
United States of America,"National currency per US$, period average. ",,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uruguay,"National currency per US$, period average. Market or Par",,0.009095,0.010806,0.013914,0.034469,0.056002,0.10133,0.151739,0.226196,0.358938,0.605012,1.170267,2.018238,3.024842,3.941092,5.043917,6.349,7.971833,9.441833,10.471917,11.3393,12.099592,13.319117,21.256967,28.208683,28.703733,24.4786,24.073358,23.471025,20.949317,22.567983,20.059275,19.314208,20.310575,20.481608,23.246025,27.327367,30.1626,28.6764,30.725258,35.255375,42.013292,43.5
Uzbekistan,"National currency per US$, period average. ",,–,–,–,–,–,–,–,–,–,–,–,–,–,0.975,25,29.766154,40.034733,66.350307,94.639885,124.824138,237.365654,422.700575,769.718966,971.396552,1019.55687,1113.567115,1219.095,1263.577011,1319.797099,1466.276054,1587.062874,1716.057115,1890.08931,2095.586398,2311,2570,2966.622337,5121.490808,8071.998837,8837.288736,10053.93751,10701.4
Vanuatu,"National currency per US$, period average. ",,68.292167,87.826,96.2075,99.367667,99.233333,106.031667,106.075833,109.849167,104.425833,116.041667,117.06125,111.675,113.391667,121.580833,116.405,112.111667,111.719167,115.873333,127.5175,129.075,137.643333,145.3125,139.198333,122.189167,111.79,109.245833,110.640833,102.4375,101.334167,106.740833,96.905833,89.469167,92.6375,94.5425,97.071667,108.989167,108.475,107.820833,110.165,114.7325,115.38,109.1
Venezuela,"National currency per US$, period average.",Break in series 1995 and 2014. After 2014 estimation based on different official exchange rates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.403E-10,2.23E-10,1.072E-09,1.443E-08,0.0001007,0.01354,0.3207,3.235
Vietnam,"National currency per US$, period average.",,–,–,–,–,–,22.7,22.7,78.258333,606.508333,4463.958333,6482.8,10037.03333,11202.19167,10640.95833,10965.66667,11038.25,11032.58333,11683.33333,13268,13943.16667,14167.75,14725.16667,15279.5,15500.83333,15727.625,15841.75,15980.54167,16077.875,16440.41667,17799.625,19130.5,20649,20858.91667,21016.54167,21189.25,21908.5,22354.58333,22705.25,23012.20833,23223.95833,23222.75,22921.83333
Virgin Islands (British),"National currency per US$, period average. ",,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Yemen,"National currency per US$, period average.  Line rf of IFS.",,–,–,–,–,–,–,–,–,–,–,12.01,12.01,12.01,12.01,12.01,40.839167,94.156667,129.280833,135.881667,155.718333,161.718333,168.671667,175.625,183.448333,184.775833,191.509167,197.049167,198.953333,199.764167,202.846667,219.59,213.8,214.349167,214.89,214.89,231.2,283.9,368,529.9,567,789.9,1034.7
Zambia,"National currency per US$, period average.  Line rf of IFS.","As of Jan 1st 2013, the Zambian government has introduced a new, rebased currency where ZK1,000 of the old currency is equal to ZK1 of the new currency",0,0,0,0,0,0.0025,0.01,0.010833,0.01,0.015,0.03,0.064167,0.1725,0.4525,0.669167,0.864167,1.208333,1.314167,1.860833,2.3875,3.109167,3.609167,4.3975,4.734167,4.778333,4.465,3.601667,4.001667,3.745,5.045,4.7975,4.861667,5.1475,5.396667,6.154167,8.631667,10.3075,9.5175,10.458333,12.89,18.343333,20.17
Zimbabwe,"National currency per US$, period average.  Line rf of IFS.",The currency re-denominations carried out in 2008 and 2009 have not been applied in order to give a consistent data series,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8.5,51.3,86.4
